file_name,c_x,c_y,c_z,c_offset,p_l,p_wh,p_offset,count,scale_rand
img25.png,1.493445558,1.484313956,1.229506396,8.170905611,0.506554442,0.045342895,18.52311344,77,0.098171027
img26.png,1.166713622,1.405754096,1.249230937,9.910892309,0.594245904,0.32941314,7.274155358,140,0.044319618
img27.png,1.240327929,1.120936358,1.138415266,15.74786308,0.759672071,0.02261406,18.019173,281,0.280899418
img28.png,1.354949888,1.311876515,1.326661956,17.22906938,0.645050112,0.25335294,5.055762623,200,0.22012982
img29.png,1.224314681,1.113022854,1.280972493,7.649758378,0.719027507,0.300036994,1.844730418,213,0.240202206
img30.png,1.012096687,1.277391727,1.285637378,1.66931297,0.714362622,0.150917219,14.11898919,297,0.121942867
img31.png,1.401285228,1.139063607,1.370621257,3.206442753,0.598714772,0.141488568,19.72893799,139,0.091723892
img32.png,1.126878211,1.071185373,1.217740023,5.474688566,0.782259977,0.023280611,18.74948929,224,0.087990267
img33.png,1.471270418,1.336080992,1.264480969,14.75985424,0.528729582,0.060551203,3.593049187,196,0.131221869
img34.png,1.162622217,1.111829124,1.313954459,3.314525606,0.686045541,0.344358103,14.42149802,207,0.085445458
img35.png,1.349206587,1.206804191,1.417466446,18.12648015,0.582533554,0.2037893,1.353406941,132,0.007860013
img36.png,1.090803618,1.023716936,1.239158407,9.677943968,0.760841593,0.044015374,5.816762537,247,0.151061106
img37.png,1.082372199,1.102181977,1.042332141,19.93491756,0.897818023,0.069158662,5.462221754,30,0.165839633
img38.png,1.10928129,1.316908819,1.052591177,12.62212085,0.683091181,0.307033908,6.987750944,183,0.084859192
img39.png,1.4914753,1.47026796,1.029869033,13.04510384,0.5085247,0.098296918,3.649814699,266,0.143830244
img40.png,1.087899563,1.207378764,1.456949888,16.80362657,0.543050112,0.045350568,11.22504091,101,0.28593185
img41.png,1.338711164,1.191759611,1.455743582,4.729597163,0.544256418,0.221236151,16.81921501,280,0.279749879
img42.png,1.055780715,1.439591564,1.383409963,18.74702288,0.560408436,0.046474554,4.248706124,121,0.089394628
img43.png,1.239843587,1.118363078,1.085684733,8.451443067,0.760156413,0.15321711,18.20890232,281,0.160738414
img44.png,1.09870714,1.047291317,1.107702412,8.002525997,0.892297588,0.040188243,9.286463433,59,0.074732455
img45.png,1.370526556,1.220779947,1.043723053,14.87061379,0.629473444,0.016461579,6.557628545,194,0.19327822
img46.png,1.450692755,1.105778484,1.13587455,3.061895696,0.549307245,0.00736804,17.71843623,22,0.228324904
img47.png,1.098427557,1.3697419,1.006237777,8.067182649,0.6302581,0.209812935,1.387833803,73,0.266605231
img48.png,1.32107786,1.465587444,1.182393834,19.76295198,0.534412556,0.148094668,18.31079208,229,0.299647753
img49.png,1.411139745,1.479551308,1.185799168,3.577091248,0.520448692,0.035424225,14.55034315,189,0.128043031
img50.png,1.269151518,1.197047103,1.44144545,7.09234243,0.55855455,0.008126946,11.22225347,80,0.251313652
img51.png,1.315660028,1.332904712,1.125162604,0.788425963,0.667095288,0.058380552,4.363687294,202,0.282612321
img52.png,1.045363502,1.447657638,1.01903661,2.559426274,0.552342362,0.177280691,7.587701385,174,0.145515794
img53.png,1.405797342,1.417988798,1.213927826,13.78935933,0.582011202,0.19328275,18.50891422,130,0.169435889
img54.png,1.441375854,1.484879857,1.013526513,4.385508938,0.515120143,0.032142241,15.99516943,158,0.19508976
img55.png,1.182767815,1.13125078,1.42837514,8.491042441,0.57162486,0.183380577,4.281239948,120,0.128531791
img56.png,1.184577174,1.242418512,1.340997631,1.294198993,0.659002369,0.084123319,17.18809817,189,0.265073152
img57.png,1.483322138,1.42859558,1.105366702,0.817250927,0.516677862,0.228612599,11.60630235,252,0.23915575
img58.png,1.340878877,1.383780794,1.223494713,0.805402104,0.616219206,0.002458736,3.569148246,222,0.266613977
img59.png,1.149563593,1.058869454,1.129398744,7.168860014,0.850436407,0.219963143,15.02089888,162,0.222003327
img60.png,1.28728121,1.085008947,1.378039692,4.504751835,0.621960308,0.241708526,13.47106224,78,0.058780564
img61.png,1.39774234,1.190834276,1.37030095,5.524896897,0.60225766,0.048577548,8.340016217,269,0.127071872
img62.png,1.304712832,1.045869863,1.242681146,3.816329196,0.695287168,0.13434523,2.176961411,253,0.207879655
img63.png,1.33872512,1.408147092,1.326740596,2.091950643,0.591852908,0.107577775,18.8070747,172,0.259192191
img64.png,1.412950203,1.077671065,1.389691366,12.14222785,0.587049797,0.245834187,6.542648365,89,0.023583445
img65.png,1.375324644,1.237797231,1.083884641,19.87467972,0.624675356,0.034149933,11.71989644,289,0.143418421
img66.png,1.233885887,1.402542266,1.143518737,18.49096824,0.597457734,0.045168703,6.304324659,244,0.025850832
img67.png,1.176619188,1.209098525,1.257735326,14.65201516,0.742264674,0.074064838,18.25301968,34,0.072775345
img68.png,1.119108399,1.227598819,1.312402477,15.56403301,0.687597523,0.029754014,10.08641285,256,0.069535613
img69.png,1.066011524,1.294228546,1.071242843,1.793781369,0.705771454,0.346150914,18.16979992,67,0.060541028
img70.png,1.473447378,1.280233237,1.366475647,13.61880483,0.526552622,0.336906265,19.18398817,168,0.128067767
img71.png,1.133477536,1.176297185,1.110088158,18.18676127,0.823702815,0.093519905,19.73166272,85,0.045636312
img72.png,1.145221839,1.147556972,1.143890755,9.526402268,0.852443028,0.045941375,1.747379002,145,0.069705271
img73.png,1.002443101,1.365455757,1.127195984,18.45137306,0.634544243,0.208872937,16.34186003,85,0.01781974
img74.png,1.381812644,1.117925903,1.405968414,1.506650401,0.594031586,0.136086645,4.675912889,110,0.003702838
img75.png,1.157492355,1.296672893,1.47378283,6.088116494,0.52621717,0.017583669,4.654963397,107,0.264343243
img76.png,1.015519764,1.378805427,1.435937914,19.69181553,0.564062086,0.067239971,11.67402118,75,0.021670684
img77.png,1.096898101,1.346816134,1.31990236,10.64781023,0.653183866,0.071592956,8.671055262,89,0.056362351
img78.png,1.480509258,1.101741012,1.029850994,16.34507221,0.519490742,0.008833811,16.96978634,193,0.164920746
img79.png,1.448601979,1.065213743,1.336989622,18.89227326,0.551398021,0.334122248,8.927348285,72,0.170902503
img80.png,1.01393617,1.325083239,1.42240809,1.008765281,0.57759191,0.009395947,0.203435907,126,0.022502955
img81.png,1.462145499,1.106603041,1.067168844,14.54372557,0.537854501,0.085696119,18.41382705,136,0.043340871
img82.png,1.325243766,1.077230252,1.14595458,0.489946041,0.674756234,0.219305941,13.65782865,145,0.079267965
img83.png,1.018098584,1.094602126,1.243907117,5.28684932,0.756092883,0.029363776,5.92269776,103,0.059826208
img84.png,1.428259066,1.058191799,1.218726331,0.14674571,0.571740934,0.007631736,7.351069286,293,0.007978878
img85.png,1.029915391,1.471524229,1.057115615,4.130717118,0.528475771,0.077637032,8.115216359,166,0.278923158
img86.png,1.06817364,1.197101277,1.495993843,7.111467226,0.504006157,0.094109945,7.81303355,74,0.051039183
img87.png,1.245968074,1.102295225,1.190255142,15.42201364,0.754031926,0.182070556,17.37167007,142,0.057803777
img88.png,1.400563091,1.317063167,1.337066965,18.22705716,0.599436909,0.039881918,1.210304314,62,0.011552221
img89.png,1.401615468,1.382399201,1.202436478,6.506432985,0.598384532,0.04021722,19.74231243,229,0.248657334
img90.png,1.270032076,1.207266897,1.406665764,8.96686476,0.593334236,0.144951231,6.355561122,30,0.061697888
img91.png,1.070322181,1.013051072,1.446604239,6.566870812,0.553395761,0.053723244,16.00051802,93,0.10655211
img92.png,1.185831552,1.357841334,1.17377135,14.44440627,0.642158666,0.082052361,16.91056869,265,0.141406246
img93.png,1.442248376,1.364775517,1.001076764,18.41327562,0.557751624,0.08708389,14.43943605,33,0.023524661
img94.png,1.018689802,1.328989672,1.429144418,18.15468758,0.570855582,0.016488947,9.552236107,254,0.229151982
img95.png,1.176463348,1.036126457,1.338612962,9.5916654,0.661387038,0.061022599,6.64854701,159,0.251302645
img96.png,1.398368447,1.396929379,1.429615851,0.392465317,0.570384149,0.091112211,18.16173373,157,0.063607832
img97.png,1.308452824,1.095800361,1.200001193,3.963689855,0.691547176,0.249174223,10.92504146,231,0.274703553
img98.png,1.263484072,1.006702274,1.081944129,14.8256251,0.736515928,0.225690168,1.80784365,189,0.088163175
img99.png,1.479126563,1.151421066,1.023754036,1.187634241,0.520873437,0.123699576,14.18421679,76,0.157631977
img100.png,1.010969147,1.224304906,1.097822244,14.07946595,0.775695094,0.069258495,4.325697935,178,0.24721181
img101.png,1.035496837,1.065401753,1.47926249,16.72408416,0.52073751,0.036439561,14.76708924,221,0.201403243
img102.png,1.379016865,1.016033988,1.08590035,19.02729014,0.620983135,0.009831728,7.446002074,36,0.084186214
img103.png,1.029195055,1.233930929,1.344330739,10.5773718,0.655669261,0.103522165,10.10908316,108,0.143761624
img104.png,1.01107246,1.128157011,1.355191456,5.881123191,0.644808544,0.168550208,1.040373156,98,0.09739056
img105.png,1.035635118,1.126436777,1.356955288,11.60099374,0.643044712,0.155690632,5.843210532,230,0.095309276
img106.png,1.303711916,1.27223135,1.499720103,11.19511688,0.500279897,0.071219255,18.30129886,181,0.127334265
img107.png,1.338529681,1.307393001,1.242347408,7.687546081,0.661470319,0.148800339,18.8840402,195,0.106188299
img108.png,1.143734562,1.033326927,1.211474469,1.790606209,0.788525531,0.239993358,0.510167602,47,0.218795343
img109.png,1.008092675,1.434992486,1.420765548,4.326232703,0.565007514,0.175069698,4.822546883,78,0.12554922
img110.png,1.204634074,1.439395162,1.056591043,17.89100171,0.560604838,0.129350214,17.3872754,207,0.140555441
img111.png,1.383395414,1.017052059,1.069922569,8.583139089,0.616604586,0.159822207,13.17958109,58,0.218651006
img112.png,1.409673284,1.437597229,1.372247596,1.867472439,0.562402771,0.034314113,12.57175265,23,0.123034668
img113.png,1.120039821,1.191491766,1.031034756,2.053688538,0.808508234,0.146041547,17.01720152,103,0.039581203
img114.png,1.182446892,1.172477536,1.419302546,1.568264116,0.580697454,0.345549484,0.275361142,282,0.165465125
img115.png,1.378031821,1.441793187,1.212456123,6.394123068,0.558206813,0.232050841,19.29871053,116,0.086938609
img116.png,1.485730406,1.404963074,1.346663402,12.78937642,0.514269594,0.040749929,15.27615902,149,0.097624951
img117.png,1.426138624,1.361608221,1.130650116,5.867855391,0.573861376,0.03513351,6.475341685,142,0.142482921
img118.png,1.186856684,1.038023878,1.374906049,15.74437829,0.625093951,0.17485812,14.1180705,163,0.125159818
img119.png,1.113602261,1.193388631,1.373315759,1.558144293,0.626684241,0.255233641,7.387611989,294,0.189385036
img120.png,1.356482867,1.06266455,1.22528319,8.565744246,0.643517133,0.051439728,1.191046049,208,0.254638723
img121.png,1.030770534,1.415989502,1.368981385,13.86197789,0.584010498,0.156717986,9.058186863,209,0.089136214
img122.png,1.331585302,1.242642626,1.364554442,2.107384109,0.635445558,0.011555501,18.63375344,20,0.289161543
img123.png,1.011310944,1.177677926,1.176593123,19.05067683,0.822322074,0.098807074,16.82569252,254,0.128594386
img124.png,1.110164469,1.269311351,1.360219631,12.53761521,0.639780369,0.181115605,8.816646538,96,0.094142897
img125.png,1.027794598,1.121279315,1.015894511,8.622914992,0.878720685,0.287644923,14.48752708,192,0.135150171
img126.png,1.345308363,1.412836094,1.186790261,17.07332692,0.587163906,0.07524275,10.09266418,51,0.14091747
img127.png,1.450900522,1.081314973,1.214670461,2.139576084,0.549099478,0.131658594,3.039587503,212,0.25414126
img128.png,1.341241102,1.223279492,1.022113778,9.040644999,0.658758898,0.165525371,13.80032884,221,0.119744335
img129.png,1.469053545,1.472805108,1.246192651,13.56511095,0.527194892,0.079717065,9.975625628,111,0.172873099
img130.png,1.016975386,1.135499412,1.292478984,16.01226498,0.707521016,0.07933094,1.492060122,196,0.02804489
img131.png,1.115044904,1.283989261,1.43936013,5.485702289,0.56063987,0.031164786,18.26107274,260,0.011989715
img132.png,1.115732381,1.16323603,1.26328036,18.18103591,0.73671964,0.014117114,19.75867397,49,0.204078538
img133.png,1.450193752,1.048179312,1.491592905,3.21389442,0.508407095,0.168193139,19.18680228,49,0.291824866
img134.png,1.115511225,1.206961411,1.333174757,16.12393226,0.666825243,0.068348358,8.384157426,142,0.028944621
img135.png,1.085019998,1.496046448,1.362275561,1.319895564,0.503953552,0.087670018,13.91049073,223,0.156371428
img136.png,1.261149525,1.328046593,1.328035571,4.283704421,0.671953407,0.199290104,7.222790786,36,0.266517234
img137.png,1.473428873,1.430785537,1.371018931,19.75251804,0.526571127,0.011610553,9.602245243,85,0.264875213
img138.png,1.115246423,1.480246747,1.354186642,18.36817728,0.519753253,0.079717666,16.37866156,291,0.19903426
img139.png,1.289990891,1.395326994,1.357938208,15.54771643,0.604673006,0.024518186,17.75394763,211,0.152762743
img140.png,1.211869458,1.417874703,1.096820297,13.30738158,0.582125297,0.012902234,1.15591562,96,0.009640798
img141.png,1.311836185,1.038808508,1.286739672,19.97737674,0.688163815,0.325143215,18.20566909,53,0.222451185
img142.png,1.423829524,1.076222391,1.400612935,9.672898349,0.576170476,0.153295231,15.70812353,219,0.112903336
img143.png,1.280233639,1.317558784,1.227293695,8.011788369,0.682441216,0.024027677,3.221367279,56,0.102979334
img144.png,1.11450728,1.205421037,1.36455634,3.849583713,0.63544366,0.260330912,16.29470467,20,0.115992973
img145.png,1.43354778,1.019233207,1.060275869,1.302052884,0.56645222,0.121714007,6.286134293,106,0.076936933
img146.png,1.291878979,1.144247282,1.037685836,12.71689945,0.708121021,0.014814474,13.60011496,41,0.044042882
img147.png,1.460903086,1.295058722,1.030567528,19.59562541,0.539096914,0.120382821,13.32640247,121,0.225191462
img148.png,1.031050233,1.395805299,1.445034723,8.636844929,0.554965277,0.283449315,3.334407076,45,0.043666658
img149.png,1.347341576,1.265671974,1.018205133,18.99604016,0.652658424,0.111164791,17.31493185,64,0.284556858
img150.png,1.177990865,1.466929077,1.280573115,2.942934538,0.533070923,0.052178794,10.04290133,93,0.003595663
img151.png,1.146884344,1.256587209,1.18719968,18.08352036,0.743412791,0.062668988,13.52151016,27,0.202695709
img152.png,1.284310609,1.368108657,1.390270781,4.094561377,0.609729219,0.11906181,18.66204208,158,0.273307777
img153.png,1.441139991,1.124725442,1.022647696,6.163590003,0.558860009,0.24995335,2.81003962,176,0.239690709
img154.png,1.239424727,1.47484574,1.155651799,18.12373339,0.52515426,0.121571752,6.298671488,118,0.142959253
img155.png,1.441814974,1.397410284,1.085858137,10.64812036,0.558185026,0.005867268,18.84979323,228,0.101382822
img156.png,1.438289034,1.473318792,1.3073876,7.163109872,0.526681208,0.142043247,5.070987616,53,0.269764897
img157.png,1.069006378,1.234467544,1.35321666,14.78630586,0.64678334,0.312731929,12.59384002,145,0.189800655
img158.png,1.487628475,1.00936031,1.345103793,16.65812515,0.512371525,0.24065484,11.51285297,191,0.193313795
img159.png,1.365782449,1.489123147,1.393548604,6.775936673,0.510876853,0.196951151,17.69728834,148,0.094130669
img160.png,1.228766606,1.247313357,1.100801943,9.374411937,0.752686643,0.110450728,14.79669745,268,0.275737363
img161.png,1.039939279,1.294720846,1.055644233,0.107192317,0.705279154,0.05095003,7.416374745,50,0.137888115
img162.png,1.106545843,1.019686902,1.080129591,16.00433412,0.893454157,0.199806156,17.7766969,245,0.018306297
img163.png,1.291519722,1.272068136,1.354325859,11.53351656,0.645674141,0.241546106,6.705875898,50,0.211881546
img164.png,1.274974349,1.321537105,1.197196698,15.01972012,0.678462895,0.291295199,17.28023957,178,0.067252914
img165.png,1.335250026,1.032890082,1.331815686,7.913570512,0.664749974,0.017144819,14.78874395,25,0.177296441
img166.png,1.162362194,1.057960894,1.351944519,2.549071603,0.648055481,0.040766417,5.861507298,294,0.039430245
img167.png,1.094044683,1.441263838,1.418468709,0.423754204,0.558736162,0.129368654,15.22728519,37,0.112254377
img168.png,1.094219695,1.101115657,1.363029542,0.257170956,0.636970458,0.037306415,10.67118417,51,0.027337666
img169.png,1.313191289,1.446792321,1.046900534,15.25396011,0.553207679,0.131459609,10.83001074,171,0.218885123
img170.png,1.042020559,1.305031689,1.277603935,10.41189604,0.694968311,0.174290445,18.04235469,221,0.114383349
img171.png,1.289586808,1.170840646,1.40438262,5.452301924,0.59561738,0.198339737,15.35671251,132,0.269234828
img172.png,1.419584428,1.174495137,1.075872064,13.32712629,0.580415572,0.072318293,6.022193272,85,0.289267444
img173.png,1.437248488,1.031676925,1.002430678,3.265089964,0.562751512,0.122735393,17.44579697,202,0.184399766
img174.png,1.107707201,1.477602668,1.237877686,9.413681901,0.522397332,0.067000782,18.23508856,39,0.196399519
img175.png,1.298344442,1.158856365,1.009718055,15.66814403,0.701655558,0.084781377,3.944895458,248,0.295247243
img176.png,1.353706129,1.351613474,1.239651733,19.79316181,0.646293871,0.207793249,7.379640558,297,0.129823911
img177.png,1.349102935,1.285686831,1.038427327,9.007298696,0.650897065,0.023564428,4.815299162,116,0.274678527
img178.png,1.303448019,1.130900678,1.202673408,6.61958386,0.696551981,0.155083471,1.372939808,143,0.151199975
img179.png,1.068527763,1.02992647,1.0558063,4.846616019,0.931472237,0.307759764,5.593751162,215,0.068766508
img180.png,1.445021049,1.230969228,1.475626883,13.83233617,0.524373117,0.068879999,11.79421285,168,0.21765909
img181.png,1.443194805,1.379914403,1.228833923,17.51516178,0.556805195,0.003127909,17.07873896,110,0.130242693
img182.png,1.197538451,1.165225541,1.266382835,1.748269376,0.733617165,0.047236542,16.02131728,48,0.091877557
img183.png,1.172363786,1.344182094,1.458647142,5.162242691,0.541352858,0.190280366,8.433242535,24,0.133586373
img184.png,1.061486325,1.474707563,1.407629162,11.14547227,0.525292437,0.121368122,10.75486236,141,0.233345529
img185.png,1.067947075,1.203982211,1.411482023,14.67369039,0.588517977,0.242434591,2.137578999,117,0.246415193
img186.png,1.077779525,1.402225062,1.239080468,1.591491569,0.597774938,0.080822774,11.90562224,178,0.24380738
img187.png,1.400508521,1.191884223,1.359476107,7.223503519,0.599491479,0.205768624,17.8585859,210,0.155221838
img188.png,1.10229256,1.119118704,1.039790462,7.733411283,0.880881296,0.256859415,3.552874978,283,0.221866692
img189.png,1.231624817,1.024095033,1.059365992,6.575336177,0.768375183,0.032383029,14.54319746,64,0.181734682
img190.png,1.392110071,1.156120376,1.272366213,16.421351,0.607889929,0.045010002,2.874613058,128,0.144678699
img191.png,1.00350894,1.494527176,1.362260395,16.24967361,0.505472824,0.036894114,14.90145462,267,0.045345019
img192.png,1.401492495,1.299365817,1.104959072,13.54922183,0.598507505,0.250828776,2.713028264,142,0.006898359
img193.png,1.341958581,1.209014181,1.311305722,15.78222804,0.658041419,0.071740104,14.62830122,147,0.233736878
img194.png,1.00781735,1.173872164,1.449510018,5.631326814,0.550489982,0.295672908,10.38030866,195,0.171914843
img195.png,1.264574397,1.457135133,1.356257451,9.347009917,0.542864867,0.147751105,19.21334654,52,0.172405524
img196.png,1.094186347,1.048139179,1.148510594,11.22113783,0.851489406,0.134794488,2.148055902,156,0.092432614
img197.png,1.350933982,1.117438036,1.151423628,6.283555015,0.649066018,0.026337136,14.7298195,199,0.148119047
img198.png,1.128333636,1.139351437,1.247953897,2.017796587,0.752046103,0.244772827,15.49208732,27,0.146801227
img199.png,1.191815492,1.376766421,1.079562164,10.42869912,0.623233579,0.095395456,12.19329756,209,0.167026983
img200.png,1.226530902,1.140712195,1.263611171,17.70634348,0.736388829,0.101890197,5.538279301,243,0.188310885
img201.png,1.440936178,1.031969116,1.332247461,19.75622957,0.559063822,0.130754117,2.165457289,110,0.288597917
img202.png,1.304856973,1.475329782,1.475969916,6.186676787,0.524030084,0.194116496,14.98793624,84,0.098366042
img203.png,1.171956579,1.114509621,1.049676932,4.417844278,0.828043421,0.225663837,15.17077769,168,0.015204691
img204.png,1.112643746,1.26085264,1.022401306,17.06389552,0.73914736,0.017839567,18.81263421,196,0.155640015
img205.png,1.422098149,1.044726221,1.266741664,18.04764226,0.577901851,0.008491275,8.77673529,290,0.103669552
img206.png,1.220974459,1.422929016,1.16077702,14.88399262,0.577070984,0.15361789,11.67343315,93,0.024089852
img207.png,1.191797394,1.236481532,1.115435856,15.74846035,0.763518468,0.142828794,0.95026253,228,0.123316144
img208.png,1.305280644,1.274915838,1.399900808,14.83952523,0.600099192,0.085718426,14.1207404,187,0.158066242
img209.png,1.091466634,1.325572232,1.374735098,15.7006279,0.625264902,0.209355854,8.780945537,100,0.002210006
img210.png,1.371692697,1.057409442,1.34118817,7.845621635,0.628307303,0.123467679,9.1378675,225,0.153216474
img211.png,1.031291858,1.116481485,1.221731276,11.85768898,0.778268724,0.097224089,0.55428989,80,0.169023613
img212.png,1.097900193,1.373675395,1.070830506,6.239428211,0.626324605,0.145758536,7.829483485,244,0.16750132
img213.png,1.387871543,1.404614759,1.228247794,8.014518562,0.595385241,0.107894778,13.24041001,216,0.185903645
img214.png,1.446316738,1.248667151,1.061754307,7.23934104,0.553683262,0.05880027,16.45560509,94,0.19691629
img215.png,1.470777215,1.171678225,1.202349832,4.45532958,0.529222785,0.0503727,7.174311763,177,0.139427445
img216.png,1.289369744,1.323596079,1.456621216,17.96685308,0.543378784,0.063546845,6.389996809,272,0.181460967
img217.png,1.406628038,1.348570182,1.313153718,2.016905998,0.593371962,0.002720785,4.432636224,34,0.177485121
img218.png,1.004274055,1.258428857,1.14446785,3.56861048,0.741571143,0.256511242,14.51383427,184,0.289884905
img219.png,1.096679305,1.228314232,1.475316272,1.464552188,0.524683728,0.089481969,8.152316902,210,0.185451136
img220.png,1.016252447,1.139602014,1.002425949,2.316439968,0.860397986,0.041120783,19.04924494,31,0.012329424
img221.png,1.377119145,1.204541491,1.267166889,5.29018747,0.622880855,0.059857824,3.128275109,197,0.148797508
img222.png,1.060251143,1.111312378,1.049908288,5.91731956,0.888687622,0.185164814,0.748051335,257,0.028457973
img223.png,1.103368572,1.261980608,1.229240348,10.01690673,0.738019392,0.053988778,11.02197618,99,0.018068796
img224.png,1.355467775,1.073402316,1.202232249,15.46170847,0.644532225,0.230590097,2.95022776,273,0.202249666
img225.png,1.217341296,1.111828581,1.292637563,14.70557816,0.707362437,0.061724632,2.290165561,297,0.007076646
img226.png,1.21553147,1.259643557,1.037453515,19.67129949,0.740356443,0.108832012,15.54058045,212,0.18875246
img227.png,1.43001504,1.01174008,1.238275244,16.49136564,0.56998496,0.119593028,8.474079274,146,0.208142316
img228.png,1.225855564,1.490631194,1.053260026,12.05899003,0.509368806,0.030513832,15.78976253,299,0.210532124
img229.png,1.370232652,1.16292367,1.05230007,16.17680884,0.629767348,0.135122254,17.08855256,106,0.056404643
img230.png,1.170685655,1.092421842,1.114324609,15.72476156,0.829314345,0.043570875,14.15651085,209,0.199377115
img231.png,1.105602416,1.296594391,1.007860411,4.684182874,0.703405609,0.254717245,12.93990027,124,0.287415719
img232.png,1.385999476,1.324957888,1.489851208,12.91706011,0.510148792,0.022170307,11.38833406,82,0.264389428
img233.png,1.38497437,1.288266621,1.341724139,13.01246958,0.61502563,0.216781188,15.1171242,174,0.004826011
img234.png,1.248728978,1.014016666,1.22987161,5.755361157,0.751271022,0.154984777,2.665830507,173,0.149339929
img235.png,1.394911397,1.398227206,1.174508931,12.18303378,0.601772794,0.07648821,16.51565784,292,0.251580381
img236.png,1.09093647,1.406994779,1.38721172,10.28402789,0.593005221,0.116297331,17.80941189,232,0.017010244
img237.png,1.219532157,1.447295472,1.028826451,0.334925308,0.552704528,0.058868941,11.86597855,99,0.019472727
img238.png,1.072350556,1.122684573,1.091271549,16.02422314,0.877315427,0.197818426,4.117302987,99,0.298870579
img239.png,1.109482775,1.251447801,1.430282822,5.732381958,0.569717178,0.142629548,4.065899711,195,0.255658222
img240.png,1.377859525,1.206207018,1.485073107,7.180551976,0.514926893,0.061049192,11.69064162,109,0.196191427
img241.png,1.433867822,1.225343776,1.290847932,12.45386933,0.566132178,0.17371242,15.70076964,116,0.174769734
img242.png,1.20344663,1.394518528,1.451397926,16.109214,0.548602074,0.234360132,14.40683946,59,0.224432277
img243.png,1.346650301,1.131025757,1.266916497,6.80243145,0.653349699,0.14032907,6.354995593,147,0.100811135
img244.png,1.130947095,1.037510704,1.208719969,1.132898496,0.791280031,0.136539347,3.412498143,213,0.044470464
img245.png,1.484907347,1.464343568,1.239320612,3.301845092,0.515092653,0.063794636,2.28828467,56,0.04836311
img246.png,1.113490713,1.140826578,1.165581002,9.197036284,0.834418998,0.137214746,19.55624165,100,5.76E-05
img247.png,1.080237531,1.060825846,1.04696548,8.671908586,0.919762469,0.058334385,14.33195718,21,0.291504644
img248.png,1.493488321,1.272560808,1.26490541,16.09430961,0.506511679,0.032042015,17.65955073,294,0.100297357
img249.png,1.242117024,1.32128298,1.423959825,12.43298543,0.576040175,0.230466336,1.28167354,214,0.22416719
img250.png,1.317915456,1.179971408,1.457913294,11.5972521,0.542086706,0.235495578,4.35410166,186,0.062094678
img251.png,1.077348204,1.121574589,1.383449972,4.377218946,0.616550028,0.064967016,17.24002231,217,0.268188138
img252.png,1.094919718,1.408061289,1.236222108,8.457250824,0.591938711,0.180495075,3.661708004,98,0.144750891
